,City,Latitude,Longitude,Temperature °F,Humidity (%),Cloud Coverage (%),Wind Speed (MPH)
345,Abha,18.413626669212164,42.79686639814889,59.85,77.0,20.0,4.61
346,Saint Marys,41.28186471535122,-78.96714991333069,67.69,88.0,90.0,4.61
347,Gavle,60.47873511688556,17.060941920226867,16.93,78.0,100.0,10.0
348,Tuatapere,-48.58296899642249,165.99211858450383,51.35,91.0,100.0,16.08
349,Sandwick,58.844420697567756,-0.5721674483824017,33.8,86.0,40.0,2.3
350,Natal,-4.143776925257626,-29.923041790498615,89.6,55.0,75.0,18.41
351,Songjianghe,42.60955272193158,127.61611295605695,15.94,96.0,23.0,5.5
352,Marrakesh,30.546756356400763,-5.869277695462102,71.6,46.0,0.0,5.75
353,Cabedelo,-3.125914177733364,-24.567225539746403,87.8,62.0,75.0,12.66
354,Ozgon,41.46934498769775,74.0261196868764,,,,
355,Bathsheba,19.07691081919785,-46.71011678689831,84.2,54.0,40.0,23.02
356,Tawnat,34.589788374793514,-4.916466822278153,,,,
357,Kunnamkulam,10.64788920278069,76.059527131185,78.19,61.0,20.0,2.42
358,Portadown,54.67359654704799,-6.738417807803529,35.85,69.0,0.0,10.36
359,Jogindarnagar,32.1855318083699,76.76002820600951,56.44,34.0,1.0,5.39
360,Kem,65.51956998659259,34.434154380878795,-4.16,92.0,6.0,5.99
361,Ranong,9.936344930370169,95.45529299544762,75.36,83.0,19.0,4.47
362,Hokitika,-38.55751999549692,165.01097348700722,52.52,80.0,53.0,6.73
363,Dandong,38.85461989319495,124.62217208736575,30.76,93.0,0.0,3.36
364,Shimanovsk,52.77841758728195,129.03388843278037,0.25,93.0,100.0,7.94
365,Gat,26.33988558173577,5.957605926562195,61.0,100.0,0.0,6.33
366,Araripina,-7.607438328485529,-40.501690969782345,88.23,41.0,17.0,9.51
367,Coquimbo,-26.799790377791,-87.61856155479029,68.0,68.0,20.0,14.97
368,Ostrovnoy,74.59381845946436,43.735245330801945,7.0,93.0,47.0,16.44
369,Le Vauclin,15.257772836153748,-59.162767452433414,79.47,65.0,90.0,19.57
370,Waingapu,-10.998988850716103,121.56210457703759,78.37,80.0,100.0,4.9
371,Trincomalee,9.704664490771265,83.23063150659692,76.59,68.0,38.0,11.41
372,Bardiyah,27.76934167952068,25.366028255203815,63.01,51.0,1.0,3.65
373,Impfondo,1.839234294677638,18.529360645911993,85.44,29.0,30.0,1.92
374,Isangel,-18.452332276942585,174.27639463441324,78.82,83.0,23.0,9.44
375,Carbonia,38.46523544519164,6.646152700112538,53.73,93.0,90.0,26.46
376,Ruteng,-8.025233286828055,120.53797113387378,63.37,100.0,100.0,1.14
377,Ribas Do Rio Pardo,-20.300555933406372,-53.751303840326315,86.86,44.0,89.0,3.76
378,Beroroha,-21.37319715672659,45.20454996540835,72.97,89.0,100.0,4.34
379,Uwayl,8.801044683282697,27.394144211066163,,,,
380,Gamba,-8.930645970939352,2.2220543137162565,80.91,82.0,88.0,7.23
381,Agasegyhaza,46.874784272317385,19.470439408430565,43.59,100.0,90.0,6.91
382,Carahue,-39.13480662053091,-73.77472712002236,84.2,51.0,0.0,3.44
383,Omboue,-2.254567572515782,7.46399019222352,81.88,81.0,96.0,7.38
384,Rumford,44.45744523424435,-70.70522865835271,22.26,68.0,35.0,4.0
385,Pierre,45.21755464403728,-100.37539698282032,3.76,46.0,75.0,9.22
386,Chokwe,-22.842767125865535,33.14674358890602,77.18,79.0,2.0,8.12
387,Beringovskiy,56.34244724477398,178.5380702418226,-19.44,87.0,19.0,11.5
388,Bida,9.415930718126432,6.092574029229411,100.56,12.0,0.0,3.96
389,Saint-Georges,4.307025679470087,-49.43673193932048,78.8,83.0,40.0,20.71
390,Luderitz,-26.725871853596338,9.756039213077145,71.85,65.0,20.0,15.21
391,Tabas,35.04660132770307,56.387215615110335,59.0,23.0,62.0,4.61
392,Santa Cruz,8.394800265062557,-88.00652091514598,71.19,94.0,90.0,13.8
393,Thompson,71.46852696094425,-99.9721141727418,-36.4,67.0,75.0,2.3
394,Noumea,-25.073171116545836,164.82875131204685,71.6,94.0,90.0,3.44
395,Broken Hill,-32.8139017018844,140.8475391021122,82.4,30.0,0.0,12.66
396,Nouadhibou,24.112046794643405,-16.704866048386407,78.8,38.0,0.0,10.36
397,El Paujil,1.623619312320841,-75.37280144662944,88.68,52.0,28.0,5.01
398,Togur,59.610577604254246,83.11696500468645,-12.95,89.0,95.0,7.9
399,Doctor Pedro P. Pena,-21.854881352687443,-61.653203252723,,,,
400,Faranah,10.306145396485718,-10.582461689416931,98.42,11.0,73.0,4.72
401,Xingyi,24.92036210972151,104.87866683848762,42.35,90.0,0.0,1.79
402,Chifeng,43.906818187861234,118.44065841615236,22.21,86.0,0.0,5.1
403,Poum,-19.631187405502246,160.86306953508807,78.49,76.0,0.0,14.36
404,Ingham,-18.52157748169772,146.80380067722325,16.27,73.0,90.0,3.44
405,Port Shepstone,-31.95495967961918,32.42453042889875,77.77,83.0,71.0,14.63
406,Bolgar,55.098674112995184,48.86353812940777,6.8,72.0,90.0,6.71
407,Boende,-1.6907300285560325,20.807390764350828,82.87,46.0,97.0,1.25
408,Pitimbu,-7.572431675760129,-34.07958787241813,87.8,62.0,75.0,12.66
409,Brae,64.22862417700742,-0.6653404431821173,33.8,86.0,40.0,2.3
410,Mercedes,-28.944201457357607,-58.481969876963376,76.91,75.0,61.0,7.0
411,Balikpapan,-0.6572072767460924,115.71438443543025,78.01,89.0,43.0,1.79
412,Pitanga,-24.695362964862,-51.5971533016195,81.19,40.0,51.0,1.97
413,Tandil,-37.03534745046054,-58.283140508072506,77.97,44.0,7.0,4.0
414,Nelson Bay,-35.17138255948269,156.03288295846562,59.63,100.0,40.0,2.59
415,Mahon,39.87442952848343,5.660064348224807,55.4,62.0,20.0,14.97
416,Shirokiy,62.917512249255594,147.9098365209046,0.37,92.0,63.0,2.1
417,Tan An,10.636842246975363,106.08359518067755,78.8,83.0,40.0,1.14
418,Ulaanbaatar,47.8028519080828,105.88827836363293,8.6,78.0,75.0,4.47
419,Udachnyy,69.8599482920377,110.3891473789543,-17.81,86.0,97.0,5.97
420,Hobyo,2.119323714471264,50.531012967010724,77.88,75.0,76.0,20.09
421,Bandar-E Lengeh,26.914328867055872,54.3720397785134,71.6,46.0,0.0,4.61
422,Hambantota,2.9512213321659004,81.9177800403807,77.0,78.0,0.0,11.5
423,Babanusah,10.51767407241364,27.107446017290982,,,,
424,Honiara,-14.085749097813206,158.73019641971058,78.06,82.0,52.0,3.29
425,Vagur,60.93820690050998,-6.533192075010447,36.61,78.0,75.0,12.66
426,Hay River,64.7985336296916,-119.31101284092786,-16.6,69.0,100.0,11.5
427,Itarema,6.52628586426674,-38.00516937199026,87.44,60.0,27.0,16.75
428,Plettenberg Bay,-47.25082112547207,23.763965283091977,70.11,83.0,7.0,7.25
429,Grindavik,60.693017296329884,-23.324447397716625,35.6,80.0,40.0,14.97
430,Dakar,16.137227262710397,-19.607480002776327,71.6,64.0,0.0,14.97
431,Mehriz,30.988807035865804,54.676201440124174,57.2,24.0,75.0,4.61
432,The Valley,21.37328831535568,-62.58788131128202,82.4,61.0,20.0,17.27
433,Lichinga,-12.675681106916414,35.297486158102146,69.8,88.0,75.0,5.75
434,Zhezkazgan,46.386085236442625,69.54652487681034,-2.07,87.0,96.0,8.28
435,Tarata,-18.177824593552117,-68.95386830648384,71.6,49.0,75.0,3.44
436,Shizunai,41.63028712372872,142.37856090667742,21.74,91.0,34.0,7.02
437,Galle,3.805547574538238,78.57381105299902,78.64,75.0,95.0,2.51
438,Tautira,-16.088308171776305,-146.43184356329004,75.2,73.0,20.0,2.3
439,Lasa,29.912816132185895,92.79308366750325,36.64,80.0,40.0,5.75
440,Hofn,65.87913187594623,-14.699206974165776,32.0,93.0,40.0,4.61
441,Bethel,52.334965922643676,-160.30953816371817,27.07,63.0,1.0,4.61
442,Orcopampa,-15.43155223450988,-72.7196167233008,55.35,48.0,100.0,8.19
443,Haines Junction,62.54146512612479,-138.8013028058291,-43.6,66.0,17.0,1.14
444,Kurilsk,45.097080484521115,147.6416377531703,19.11,93.0,99.0,12.8
445,Santa Teresa,12.107144198124374,121.10728802806926,76.28,88.0,40.0,8.46
446,Emerald,-24.023353185302383,147.48006200876426,73.4,88.0,90.0,10.36
447,Iqaluit,64.11631776807073,-71.21296359654013,8.29,85.0,75.0,4.61
448,Icod De Los Vinos,28.47997149874375,-16.66330671125141,63.97,76.0,35.0,1.99
449,Kenai,62.1810985910688,-153.8419779147222,12.04,79.0,90.0,13.8
450,Mayo,62.46810046993525,-136.8937318766677,37.18,65.0,75.0,6.91
451,Zhob,31.711585785323777,68.2841024071005,55.38,36.0,0.0,4.79
452,Maku,39.309101224992986,44.33227864546299,39.11,66.0,100.0,4.56
453,Deputatskiy,76.44443300059694,141.93301398745052,-23.35,88.0,29.0,2.13
454,Necochea,-46.19008387438552,-57.02949216350126,73.99,59.0,37.0,7.0
455,Yinchuan,37.72255965327652,107.22447961987956,42.31,59.0,100.0,11.43
456,Alpena,45.00988958758802,-84.10142927196274,15.15,62.0,1.0,11.5
457,Morelia,19.502245479224328,-101.07874502892439,62.6,48.0,1.0,3.38
458,Hirara,19.358266030648295,129.32481451364674,70.99,81.0,88.0,24.05
459,Paracuru,3.7252836085827425,-34.410541275630436,82.99,73.0,48.0,20.0
460,Narrabri,-30.043292709761488,147.23101278817887,65.1,68.0,0.0,6.91
461,Bengkulu,-14.910572114884644,89.0592319308575,75.87,88.0,99.0,3.67
462,Lukovetskiy,65.71475247887139,42.00150671727036,-2.2,78.0,75.0,2.24
463,Guerrero,26.813207663167816,-99.33888122346163,80.69,28.0,0.0,1.41
464,Palabuhanratu,-9.376338801596788,104.25170486124529,,,,
465,Ijaki,-2.592863578682696,175.97721350575705,,,,
466,Peterhead,57.516001280213885,-1.769613907068532,29.71,64.0,20.0,5.75
467,Manggar,-1.7477760393952053,108.55909504275132,79.12,86.0,100.0,7.52
468,Aykhal,66.22486333403316,110.09436677774761,-20.88,85.0,97.0,5.61
469,Abu Kamal,32.87588038822848,40.56260180942033,64.47,37.0,2.0,2.82
470,Storforshei,65.53279097504313,15.918048980919394,-4.18,77.0,0.0,2.3
471,Tete,-16.096705758853616,32.84104187841362,95.0,38.0,40.0,5.75
472,Bambous Virieux,-37.02940667055421,82.29057160817354,79.38,74.0,40.0,9.22
473,Itoman,26.081628257373637,126.5092470256389,63.64,88.0,75.0,16.11
474,Nguiu,-11.584222313352043,129.16565368349143,,,,
475,Hare Bay,48.966574788700285,-53.995944813792974,22.32,80.0,96.0,10.36
476,Marzuq,24.109334001150643,12.953973762978649,61.48,31.0,56.0,4.74
477,Sao Paulo De Olivenca,-2.5978779776745284,-69.46509179002419,82.71,87.0,100.0,3.85
478,Petropavlovsk-Kamchatskiy,48.20857306239748,162.4264570001265,17.6,79.0,100.0,8.95
479,San Quintin,28.43877090852797,-120.81905234001718,56.55,65.0,86.0,10.69
480,Progreso,21.61908851152296,-90.03315743558491,84.61,65.0,20.0,11.5
481,Marsabit,2.5149263443322667,38.749649015598266,75.06,35.0,58.0,10.13
482,Baykit,61.36676632832015,95.02774616696956,-11.36,85.0,99.0,2.91
483,Batabano,22.338246181605783,-82.14360082334356,82.2,61.0,20.0,8.05
484,Maldonado,-36.36431942888127,-53.89772697298474,75.13,78.0,75.0,12.66
485,Umm Durman,15.884834948280101,31.250247947145652,,,,
486,Bogorodskoye,57.9795145456666,50.6307184417212,4.21,94.0,92.0,6.69
487,Inongo,-1.773771912577942,18.513566574451772,82.6,61.0,87.0,1.5
488,Karkaralinsk,48.45539432590337,75.87677528703063,,,,
489,San Policarpo,13.93858401203228,130.12259806761892,80.26,86.0,59.0,11.05
490,Rio Grande,-42.60699363867438,-40.76191388214809,82.4,69.0,75.0,13.8
491,Kloulklubed,3.4727203346299547,135.42040361652977,78.8,89.0,75.0,5.75
492,Sinkat,20.2835234515356,35.90082352535197,,,,
493,Fortuna,37.82447717127192,-135.10717434092064,40.23,100.0,90.0,5.75
494,Sorland,72.85379780182848,8.608240933627116,28.4,59.0,40.0,2.3
495,Lockhart,29.449773814935952,-97.49838014816615,79.23,78.0,20.0,4.61
496,Morant Bay,16.738149114943,-76.49553414570724,84.63,65.0,20.0,11.5
497,Wana,32.445592708792546,69.32509133616924,54.19,38.0,0.0,3.04
498,Alugan,17.952499787847216,133.91814256531796,79.65,87.0,56.0,10.31
499,Rawson,-51.20868033796515,-56.744691096816055,87.31,24.0,1.0,26.06
500,Erenhot,45.409034968227445,111.89948791018202,30.25,90.0,73.0,16.55
501,Herat,34.346889120562324,63.00660869243586,50.0,40.0,0.0,6.91
502,Pevek,79.72296994734143,166.97962384787456,-11.97,70.0,0.0,2.15
503,Bonfim,1.2126233958754113,-59.49110246038899,92.71,33.0,7.0,10.31
504,Mouzakion,36.823544776649314,19.58047208657368,,,,
505,Ixtapa,7.792684708778864,-106.41823352814035,68.0,77.0,1.0,4.05
506,Eldikan,61.25677919395969,135.89621922000026,,,,
507,Mazyr,51.7713765283562,29.75116510280816,9.32,96.0,93.0,4.99
508,Rio Gallegos,-51.71339312687455,-68.96476075424236,66.2,59.0,0.0,11.5
509,Griffith,-32.15964466065063,145.5534406907022,17.31,67.0,90.0,4.83
510,Andenes,71.51242534816222,17.003949706725308,30.2,74.0,75.0,19.57
511,Pochutla,8.113765992406357,-97.05142465153114,85.64,51.0,20.0,5.53
512,Oranjemund,-32.064081575533216,10.486667977186585,68.29,74.0,24.0,8.48
513,Ust-Nera,62.819596775180884,141.21179719593096,8.24,85.0,53.0,6.55
514,Nandyal,15.418913464534285,78.4098546398659,70.48,60.0,0.0,5.03
515,Quatre Cocos,-17.027451207804077,73.17924827169765,79.23,74.0,40.0,9.22
516,Bolivar,37.92339916472318,-93.1275240781933,16.52,91.0,100.0,8.72
517,Grand Gaube,-16.246471586491595,63.92191422898432,78.01,79.0,22.0,5.99
518,Biltine,16.08725850935737,20.471682602335477,77.74,16.0,0.0,7.56
519,Savannakhet,16.403342313889894,105.26369659251617,64.18,72.0,8.0,7.74
520,Kayerkan,71.88876885889007,87.19527519915852,-13.9,82.0,10.0,5.68
521,Ondjiva,-16.62494578889708,15.271032022875943,86.0,48.0,20.0,5.75
522,Cotonou,5.232048389901806,2.742202562528803,89.6,70.0,20.0,13.8
523,Hemnesberget,66.15367208103979,13.669667115757136,-2.87,77.0,0.0,2.3
524,Lorengau,3.4631922853606056,143.71395213225003,77.83,92.0,100.0,22.06
525,Waitati,-48.02606061868173,175.04764887389598,56.48,57.0,78.0,8.99
526,Amasya,40.610335289467315,35.99798771200665,48.2,61.0,40.0,3.44
527,Qandala,11.584478705609499,50.144134104048305,75.11,66.0,93.0,8.63
528,Lazaro Cardenas,9.924425194726055,-106.44423974848392,81.1,57.0,2.0,3.42
529,Boralday,43.259247456013156,76.36020075340048,30.2,100.0,90.0,6.71
530,Maraba,-4.626669897630734,-48.57699394092526,91.4,79.0,75.0,2.3
531,Pampa,35.874846701850515,-100.27256600095517,18.37,93.0,90.0,7.78
532,Banswada,18.4971510015541,77.8599682439716,69.44,22.0,16.0,5.95
533,Dalhousie,48.4989038010782,-66.45114467591121,44.01,54.0,10.0,6.73
534,Kyzyl-Suu,41.70119802128099,77.34444921518161,34.45,83.0,100.0,5.44
535,Itaituba,-4.4023231462489605,-55.224597986501706,80.6,83.0,90.0,9.22
536,Shihezi,43.884664110558134,86.42365255508406,15.28,94.0,95.0,2.1
537,Aitape,-3.9030688972217007,141.51871823448096,77.43,88.0,100.0,6.53
538,Dhariwal,32.00997044283166,75.32590077650218,57.2,77.0,0.0,1.61
539,Qaqortoq,56.57966430700105,-48.7396342895141,32.0,25.0,20.0,26.46
540,Port Keats,-14.31202578474685,130.85776963456402,81.34,83.0,76.0,9.62
541,Tolaga Bay,-38.674673422218575,179.78586815164323,63.93,87.0,100.0,2.84
542,Farafangana,-23.069766676046655,50.0524429425366,76.14,86.0,100.0,4.56
543,Erdenet,48.7656555924176,104.79589820215807,14.59,97.0,100.0,2.77
544,Belmonte,-15.25362205946469,-36.677170300262844,84.2,61.0,20.0,10.36
545,Latung,4.27124509011756,121.79447912209281,83.75,70.0,64.0,3.24
546,Requena,-4.839941815466986,-74.50964923713816,64.83,28.0,20.0,13.8
547,Camacha,36.52503030561003,-16.970633975936863,66.2,77.0,40.0,10.36
548,Imeni Stepana Razina,54.91396172774651,44.322038348149704,3.4,93.0,100.0,9.17
549,Linxia,34.547713651950716,103.6569164362104,37.42,69.0,83.0,3.04
550,Walvis Bay,-26.042522103577014,2.179166637506711,70.86,68.0,0.0,6.91
551,Lompoc,24.427286619598107,-135.68610247150792,49.96,93.0,1.0,5.95
552,Narsaq,74.42533191226303,-65.05184431319202,32.0,25.0,20.0,26.46
553,Kavieng,4.655820206501403,156.35762227214332,82.62,75.0,62.0,8.41
554,Bolgatanga,10.67133603759767,-0.9739806854213953,100.42,7.0,8.0,7.0
555,Harper,-3.423862085042771,-7.1272403647940905,82.29,80.0,16.0,8.63
556,Alvaraes,-3.187126826482995,-64.65438683761128,86.0,74.0,40.0,6.91
557,Chern,53.319380334476676,36.960613516441526,6.12,95.0,96.0,8.88
558,Khandbari,28.006708187845106,87.41292446502553,55.33,60.0,95.0,0.94
559,Gidam,19.37873385660032,80.89987130808123,63.32,30.0,0.0,0.65
560,Solnechnyy,59.33448017164284,138.01659684096364,-1.73,87.0,51.0,0.89
561,Manzhouli,46.095041778225124,117.0754575969483,10.08,95.0,100.0,4.72
562,Dillon,45.494643629453265,-112.88898505739891,54.48,94.0,90.0,9.22
563,Merauke,-9.111999197685762,139.32577187772904,79.14,88.0,100.0,5.66
564,Ormara,24.899939151688244,65.68348125841294,72.91,52.0,70.0,9.84
565,Chimore,-16.1348690481898,-65.2305766236665,70.32,97.0,100.0,0.18
566,Mogadishu,1.5856829921362845,47.871652643955855,77.88,76.0,6.0,24.27
567,Tshikapa,-7.047280003106508,21.591902274225333,78.08,77.0,99.0,1.54
568,Kelowna,49.90259864111883,-119.49853666102263,12.99,57.0,20.0,11.5
569,Ulety,51.678537211592925,112.37221414503546,18.28,95.0,98.0,1.54
570,Pinyug,60.43619450129282,47.869758069525005,-9.51,89.0,80.0,2.48
571,Toliary,-25.881525788281223,40.24427732844683,,,,
572,Darhan,46.04937463126814,109.86813669494234,17.04,94.0,100.0,6.22
573,Teeli,51.095085729040676,89.50466135798007,-0.78,72.0,2.0,5.95
574,Lazarev,52.40653158791039,142.0927631482066,14.43,90.0,99.0,19.95
575,Mollendo,-17.1316431488698,-72.41223895559212,75.79,65.0,51.0,8.46
576,Usinsk,67.09349291995875,56.24911920900587,-17.34,89.0,94.0,5.53
577,Cuiluan,47.93912331017927,128.4743639806124,5.5,93.0,62.0,2.84
578,Tanete,-6.134774367742381,120.57304912783877,76.14,86.0,84.0,2.28
579,Puksoozero,62.28452723891468,41.37530632594712,-6.93,91.0,0.0,3.98
580,Carauari,-5.997566446828557,-65.94241967299642,83.98,83.0,92.0,4.79
581,Portland,-52.099574310271265,133.27388830226488,34.14,80.0,90.0,1.12
582,Abu Zabad,11.858932373013019,28.93608971031901,79.34,17.0,94.0,8.05
583,Mrirt,31.58194627375711,-6.240740196921394,,,,
584,Isabela,20.246509881359614,-67.30073191664002,78.6,84.0,40.0,2.3
585,Duluth,47.00330582654169,-92.30244671095416,-4.4,54.0,1.0,11.5
586,Kalamansig,6.546157353782348,124.04177477948849,80.06,72.0,100.0,3.44
587,Solsvik,59.63157706062543,2.1411660613931076,,,,
588,Ngukurr,-18.47540643822977,133.9679135267561,,,,
589,Alihe,49.61251693966233,122.76130033424499,7.7,92.0,53.0,1.39
590,San Carlos De Bariloche,-40.87345181870717,-69.15536586585307,80.6,32.0,0.0,13.8
591,Samana,19.400253354111626,-68.6445662539219,80.6,78.0,40.0,6.91
592,Cururupu,6.261600328819583,-41.260494657458366,83.44,74.0,99.0,6.49
593,Constitucion,12.170920727418718,-125.71050936859842,71.29,63.0,7.0,6.53
594,Liku,-13.779733760527236,-174.96329086388047,77.85,84.0,87.0,2.21
595,Agde,42.78458577770752,3.6614365714467567,53.26,62.0,75.0,9.22
596,Turukhansk,65.59954902363316,89.52858579434644,-14.55,89.0,100.0,8.5
597,Boo,59.06479876561875,18.464898601834307,21.31,86.0,75.0,6.91
598,Pimentel,-9.065102399266422,-83.6834329453041,80.44,54.0,0.0,9.22
599,Carutapera,4.450495070675615,-42.94355656412657,83.89,69.0,100.0,7.58
600,Wangqing,43.27361342518478,129.4396349496226,14.85,94.0,25.0,1.74
601,Wanning,17.499021917214094,114.7989547482747,61.3,87.0,98.0,8.19
602,Amudat,1.9276467249506908,34.97236662532683,79.63,37.0,100.0,15.1
603,Donskoye,55.68246405438842,19.726050885905295,48.97,71.0,0.0,11.18
604,Gleisdorf,47.001929424053145,15.707518196341823,34.54,99.0,99.0,2.84
605,Soyo,-7.03876758983813,8.36125782667608,81.66,77.0,100.0,6.82
606,Zhanatas,44.98946467233634,70.97462933031801,,,,
607,Carballo,46.719962814724425,-12.000331800301069,51.46,72.0,100.0,1.99
608,Tokoroa,-38.23214341687658,175.7252548492333,55.0,90.0,96.0,1.01
609,Novobirilyussy,56.91289376796561,90.53277280143266,-4.92,91.0,100.0,4.92
610,Cambaly,16.58941672422887,120.50415362241756,,,,
611,Juneau,57.676887575956016,-134.4224233043445,-4.0,71.0,20.0,10.13
612,Xuddur,4.8556466057461165,44.243574496639496,81.07,28.0,59.0,10.31
613,Baudh,20.8843437648665,84.14591099773412,65.07,28.0,24.0,4.43
614,Cacequi,-29.832898946558842,-54.49737791741032,84.92,47.0,86.0,4.38
615,Bodden Town,19.496924974038905,-80.54945888624228,80.24,73.0,40.0,9.22
616,Miri,4.667408406105011,112.99040460383168,78.4,94.0,40.0,2.3
617,Tambura,5.507311792987082,27.243449961906123,83.17,20.0,99.0,3.83
618,Yellandu,18.076403575708383,80.27286492416692,69.3,44.0,0.0,3.78
619,Fereydunshahr,32.87848447242612,50.177042920809726,34.61,68.0,92.0,3.06
620,Batsfjord,71.57361991015267,29.857007109566325,17.6,86.0,75.0,21.85
621,Myski,54.02796392170518,87.75916095004504,-2.27,90.0,100.0,5.55
622,Mestia,43.0528347582607,42.978700432667324,33.87,81.0,59.0,1.48
623,Kusa,55.68226804323521,59.457295880137366,-1.84,90.0,100.0,1.25
